date,exdate,cp_flag,symbol,ticker,optionid,strike,best_bid,best_offer,mid_price,impl_volatility,delta,gamma,vega,theta,volume,open_interest,dte,dte_distance_30,delta_distance_50,roll_id,is_new_roll
2024-12-13,2025-01-17,C,VIXY 250117C43000,VIXY,165457377,43.0,1.85,3.5,2.675,0.620148,0.478917,0.049518,5.136227,-16.7686,0,14,35,5,0.02108300000000002,4,True
2024-12-13,2025-01-17,P,VIXY 250117P43000,VIXY,165457388,43.0,3.3,4.1,3.6999999999999997,0.589529,-0.524099,0.052319,5.13295,-15.35238,0,19,35,5,0.02409899999999998,4,True
2024-12-16,2025-01-17,C,VIXY 250117C44000,VIXY,165457378,44.0,2.55,3.6,3.075,0.729734,0.483729,0.043168,5.014213,-20.90235,0,18,32,2,0.01627099999999998,4,False
2024-12-16,2025-01-17,P,VIXY 250117P43000,VIXY,165457388,43.0,3.1,3.6,3.35,0.629346,-0.479823,0.050156,5.012882,-17.68788,0,19,32,2,0.020177,4,False
2024-12-17,2025-01-17,C,VIXY 250117C45000,VIXY,165457379,45.0,2.65,4.3,3.4749999999999996,0.792306,0.497839,0.039634,5.066612,-24.51713,14,18,31,1,0.002161000000000024,4,False
2024-12-17,2025-01-17,P,VIXY 250117P45000,VIXY,165457390,45.0,3.7,5.6,4.65,0.777829,-0.506164,0.040695,5.061283,-22.07501,0,5,31,1,0.006163999999999947,4,False
2024-12-18,2025-01-17,C,VIXY 250117C52000,VIXY,165479747,52.0,2.5,6.4,4.45,0.927995,0.490275,0.030117,5.69139,-26.65736,1,37,30,0,0.009724999999999984,4,False
2024-12-18,2025-01-17,P,VIXY 250117P52000,VIXY,165479757,52.0,4.5,8.6,6.55,0.934267,-0.496714,0.028448,5.675376,-38.81359,0,0,30,0,0.003286000000000011,4,False
2024-12-19,2025-01-17,C,VIXY 250117C57000,VIXY,166301045,57.0,4.2,7.0,5.6,1.088951,0.497583,0.023739,6.105715,-36.70953,0,0,29,1,0.0024170000000000025,4,False
2024-12-19,2025-01-17,P,VIXY 250117P58000,VIXY,166301056,58.0,6.9,10.7,8.8,1.089684,-0.512088,0.02294,6.077411,-47.48901,0,0,29,1,0.012087999999999988,4,False
2024-12-20,2025-01-17,C,VIXY 250117C48000,VIXY,165457382,48.0,2.6,4.5,3.55,0.751861,0.509583,0.040711,5.195402,-26.44593,5,23,28,2,0.009583000000000008,4,False
2024-12-20,2025-01-17,P,VIXY 250117P48000,VIXY,165457393,48.0,3.6,4.6,4.1,0.702954,-0.49757,0.043899,5.191947,-22.6497,24,21,28,2,0.0024299999999999877,4,False
2024-12-23,2025-01-17,C,VIXY 250117C45000,VIXY,165457379,45.0,2.35,2.85,2.6,0.660476,0.483022,0.052246,4.581282,-21.79865,66,129,25,5,0.016977999999999993,4,False
2024-12-23,2025-01-17,P,VIXY 250117P45000,VIXY,165457390,45.0,3.1,3.7,3.4000000000000004,0.62492,-0.518506,0.055106,4.578187,-20.93424,12,242,25,5,0.018506000000000022,4,False
2025-01-17,2025-02-21,C,VIXY 250221C44000,VIXY,165457400,44.0,2.85,3.1,2.975,0.64711,0.490985,0.046191,5.289692,-16.9465,18,72,35,5,0.009014999999999995,5,True
2025-01-17,2025-02-21,P,VIXY 250221P44000,VIXY,165457411,44.0,3.0,4.2,3.6,0.572129,-0.513986,0.051682,5.278359,-16.53183,0,14,35,5,0.013986000000000054,5,True
2025-01-21,2025-02-21,C,VIXY 250221C42000,VIXY,165457398,42.0,2.6,4.6,3.5999999999999996,0.801233,0.523354,0.041115,4.792906,-22.91906,66,233,31,1,0.023353999999999986,5,False
2025-01-21,2025-02-21,P,VIXY 250221P42000,VIXY,165457409,42.0,1.5,3.4,2.45,0.447977,-0.514463,0.074141,4.797274,-12.14749,10,35,31,1,0.014463000000000004,5,False
2025-01-22,2025-02-21,C,VIXY 250221C43000,VIXY,165457399,43.0,2.45,3.2,2.825,0.670301,0.495313,0.049458,4.798763,-20.38352,82,198,30,0,0.004686999999999997,5,False
2025-01-22,2025-02-21,P,VIXY 250221P43000,VIXY,165457410,43.0,3.4,3.8,3.5999999999999996,0.646088,-0.510145,0.051749,4.7926,-17.87274,1,58,30,0,0.01014499999999996,5,False
2025-01-23,2025-02-21,C,VIXY 250221C42000,VIXY,165457398,42.0,2.45,2.65,2.55,0.622112,0.494489,0.05515,4.624053,-18.55108,169,502,29,1,0.005510999999999988,5,False
2025-01-23,2025-02-21,P,VIXY 250221P42000,VIXY,165457409,42.0,3.2,3.4,3.3,0.62577,-0.505262,0.05514,4.622877,-17.57555,5,35,29,1,0.005261999999999989,5,False
2025-01-24,2025-02-21,C,VIXY 250221C42000,VIXY,165457398,42.0,2.4,2.5,2.45,0.625959,0.48576,0.055899,4.526579,-18.81326,31,610,28,2,0.014239999999999975,5,False
2025-01-24,2025-02-21,P,VIXY 250221P42000,VIXY,165457409,42.0,3.2,3.4,3.3,0.621475,-0.514506,0.056579,4.525886,-17.78257,5,40,28,2,0.014506000000000019,5,False
2025-01-27,2025-02-21,C,VIXY 250221C45000,VIXY,165457401,45.0,2.7,3.4,3.05,0.781279,0.489202,0.044629,4.559785,-26.82857,863,897,25,5,0.010797999999999974,5,False
2025-01-27,2025-02-21,P,VIXY 250221P44000,VIXY,165457411,44.0,2.6,3.4,3.0,0.635919,-0.478275,0.055129,4.552049,-20.19614,40,20,25,5,0.021724999999999994,5,False
2025-02-14,2025-03-21,C,VIXY 250321C42000,VIXY,165457420,42.0,2.55,3.2,2.875,0.6341,0.500448,0.049187,5.073386,-16.9347,38,78,35,5,0.00044800000000000395,6,True
2025-02-14,2025-03-21,P,VIXY 250321P42000,VIXY,165457431,42.0,3.4,3.9,3.65,0.635802,-0.497621,0.049258,5.074256,-16.43295,1,36,35,5,0.00237900000000002,6,True
2025-02-18,2025-03-21,C,VIXY 250321C42000,VIXY,165457420,42.0,2.2,2.75,2.475,0.616784,0.479018,0.053964,4.742533,-16.94348,84,94,31,1,0.020982,6,False
2025-02-18,2025-03-21,P,VIXY 250321P42000,VIXY,165457431,42.0,3.2,4.1,3.65,0.647448,-0.51296,0.05133,4.744026,-18.141,2,37,31,1,0.012959999999999972,6,False
2025-02-19,2025-03-21,C,VIXY 250321C41000,VIXY,165457419,41.0,2.3,2.7,2.5,0.582036,0.508048,0.058906,4.624052,-16.76951,6,563,30,0,0.008048000000000055,6,False
2025-02-19,2025-03-21,P,VIXY 250321P41000,VIXY,165457430,41.0,2.6,3.1,2.85,0.566574,-0.493444,0.060855,4.623804,-15.39504,8,15,30,0,0.006556000000000006,6,False
2025-02-20,2025-03-21,C,VIXY 250321C41000,VIXY,165457419,41.0,2.35,2.8,2.575,0.580069,0.522194,0.059728,4.568595,-17.23975,18,567,29,1,0.022194000000000047,6,False
2025-02-20,2025-03-21,P,VIXY 250321P41000,VIXY,165457430,41.0,2.6,2.85,2.725,0.575199,-0.478904,0.060616,4.568169,-15.88539,0,19,29,1,0.021096000000000004,6,False
2025-02-21,2025-03-21,C,VIXY 250321C45000,VIXY,165457423,45.0,2.9,3.3,3.0999999999999996,0.760514,0.486938,0.043444,4.810414,-24.64987,50,100,28,2,0.013062000000000018,6,False
2025-02-21,2025-03-21,P,VIXY 250321P44000,VIXY,165457433,44.0,1.8,5.0,3.4,0.672539,-0.478998,0.049416,4.802906,-20.11894,12,16,28,2,0.02100200000000002,6,False
2025-02-24,2025-03-21,C,VIXY 250321C44000,VIXY,165457422,44.0,2.75,3.6,3.175,0.775688,0.506325,0.045925,4.496765,-21.47186,12,53,25,5,0.006325000000000025,6,False
2025-02-24,2025-03-21,P,VIXY 250321P44000,VIXY,165457433,44.0,2.4,3.7,3.05,0.577826,-0.510224,0.05899,4.489092,-23.76885,18,23,25,5,0.01022400000000001,6,False
2025-03-13,2025-04-17,C,VIXY 250417C58000,VIXY,166926157,58.0,5.2,6.7,5.95,1.029177,0.507196,0.022663,6.819223,-37.5648,0,2,35,5,0.00719599999999998,7,True
2025-03-13,2025-04-17,P,VIXY 250417P58000,VIXY,166926198,58.0,6.9,9.4,8.15,0.975844,-0.500969,0.024061,6.815305,-33.3299,0,3,35,5,0.0009689999999999976,7,True
2025-03-14,2025-04-17,C,VIXY 250417C52000,VIXY,166926151,52.0,3.5,4.6,4.05,0.790139,0.487895,0.032801,6.091905,-24.84034,64,88,34,4,0.012104999999999977,7,False
2025-03-14,2025-04-17,P,VIXY 250417P52000,VIXY,166926192,52.0,5.1,6.6,5.85,0.792704,-0.506011,0.032458,6.084852,-26.62772,6,4,34,4,0.006010999999999989,7,False
2025-03-17,2025-04-17,C,VIXY 250417C49000,VIXY,166926148,49.0,3.4,4.2,3.8,0.736679,0.513205,0.038374,5.591612,-22.91249,1,9,31,1,0.013205000000000022,7,False
2025-03-17,2025-04-17,P,VIXY 250417P49000,VIXY,166926189,49.0,3.8,5.5,4.65,0.759721,-0.479204,0.036798,5.585246,-26.07095,0,0,31,1,0.02079599999999998,7,False
2025-03-18,2025-04-17,C,VIXY 250417C51000,VIXY,166926150,51.0,3.6,4.2,3.9000000000000004,0.815356,0.488957,0.034491,5.629951,-25.28433,17,530,30,0,0.011043000000000025,7,False
2025-03-18,2025-04-17,P,VIXY 250417P51000,VIXY,166926191,51.0,4.4,6.8,5.6,0.827622,-0.501791,0.033262,5.620039,-31.12502,0,0,30,0,0.001790999999999987,7,False
2025-03-19,2025-04-17,C,VIXY 250417C49000,VIXY,166926148,49.0,1.9,3.6,2.75,0.62636,0.469376,0.047692,5.320198,-18.06998,1,10,29,1,0.030623999999999985,7,False
2025-03-19,2025-04-17,P,VIXY 250417P49000,VIXY,166926189,49.0,3.8,6.1,4.949999999999999,0.775253,-0.503463,0.037311,5.325855,-29.4863,0,2,29,1,0.003462999999999994,7,False
2025-03-20,2025-04-17,C,VIXY 250417C48000,VIXY,166926147,48.0,2.95,3.5,3.225,0.69495,0.498938,0.043903,5.193817,-22.20746,2,28,28,2,0.0010620000000000074,7,False
2025-03-20,2025-04-17,P,VIXY 250417P48000,VIXY,166926188,48.0,3.6,4.4,4.0,0.677261,-0.498187,0.044566,5.188829,-24.11674,5,88,28,2,0.001813000000000009,7,False
2025-03-21,2025-04-17,C,VIXY 250417C48000,VIXY,166926147,48.0,2.65,3.3,2.9749999999999996,0.647489,0.498062,0.047847,5.11375,-21.57953,115,30,27,3,0.0019379999999999953,7,False
2025-03-21,2025-04-17,P,VIXY 250417P48000,VIXY,166926188,48.0,3.4,4.1,3.75,0.653147,-0.497392,0.047134,5.10987,-23.16908,2,88,27,3,0.002607999999999999,7,False
2025-04-11,2025-05-16,C,VIXY 250516C85000,VIXY,168524020,85.0,8.1,11.8,9.95,1.428297,0.485806,0.011893,9.335485,-70.23321,1,35,35,5,0.014193999999999984,8,True
2025-04-11,2025-05-16,P,VIXY 250516P85000,VIXY,168524025,85.0,17.1,21.0,19.05,1.431641,-0.513802,0.011921,9.332959,-67.91115,0,12,35,5,0.013801999999999981,8,True
2025-04-14,2025-05-16,C,VIXY 250516C71000,VIXY,168585631,71.0,5.4,8.5,6.95,1.072568,0.495368,0.018742,7.913797,-49.55002,3,1,32,2,0.004632000000000025,8,False
2025-04-14,2025-05-16,P,VIXY 250516P71000,VIXY,168585648,71.0,9.0,13.1,11.05,1.116918,-0.500799,0.018097,7.90851,-48.70768,0,6,32,2,0.0007989999999999942,8,False
2025-04-15,2025-05-16,C,VIXY 250516C70000,VIXY,167818976,70.0,4.7,8.3,6.5,1.015907,0.495004,0.020255,7.730807,-47.38958,127,256,31,1,0.0049960000000000004,8,False
2025-04-15,2025-05-16,P,VIXY 250516P70000,VIXY,167818979,70.0,7.8,11.5,9.65,1.001738,-0.508345,0.02066,7.72446,-43.92267,12,1541,31,1,0.008345000000000047,8,False
2025-04-16,2025-05-16,C,VIXY 250516C76000,VIXY,168585635,76.0,6.2,9.2,7.699999999999999,1.154212,0.49362,0.016704,8.18154,-55.32721,0,11,30,0,0.006379999999999997,8,False
2025-04-16,2025-05-16,P,VIXY 250516P76000,VIXY,168585652,76.0,10.7,13.9,12.3,1.195992,-0.495123,0.016009,8.171439,-60.9906,0,8,30,0,0.00487700000000002,8,False
2025-04-17,2025-05-16,C,VIXY 250516C73000,VIXY,168585633,73.0,5.1,8.6,6.85,1.025587,0.502072,0.019701,7.859213,-51.5526,0,9,29,1,0.0020719999999999628,8,False
2025-04-17,2025-05-16,P,VIXY 250516P73000,VIXY,168585650,73.0,8.8,10.4,9.600000000000001,1.0111,-0.499772,0.020072,7.858167,-48.64452,7,47,29,1,0.00022800000000000598,8,False
2025-04-21,2025-05-16,C,VIXY 250516C77000,VIXY,168585636,77.0,6.6,8.4,7.5,1.149257,0.501914,0.017879,7.689511,-62.3006,3,13,25,5,0.0019139999999999713,8,False
2025-04-21,2025-05-16,P,VIXY 250516P77000,VIXY,168585653,77.0,9.3,10.4,9.850000000000001,1.042674,-0.503988,0.019581,7.680219,-60.20033,13,128,25,5,0.0039879999999999916,8,False
2025-05-16,2025-06-20,C,VIXY 250620C52000,VIXY,165479807,52.0,3.3,4.3,3.8,0.656446,0.509994,0.038166,6.305746,-21.21027,1,14,35,5,0.009993999999999947,9,True
2025-05-16,2025-06-20,P,VIXY 250620P52000,VIXY,165479817,52.0,4.2,4.8,4.5,0.648555,-0.486738,0.038547,6.305251,-21.35983,2,74,35,5,0.013261999999999996,9,True
2025-05-19,2025-06-20,C,VIXY 250620C52000,VIXY,165479807,52.0,3.4,4.5,3.95,0.724234,0.50765,0.03631,6.013544,-23.57374,2,15,32,2,0.007650000000000046,9,False
2025-05-19,2025-06-20,P,VIXY 250620P52000,VIXY,165479817,52.0,3.9,4.9,4.4,0.64712,-0.495347,0.040244,6.008728,-23.2322,1,74,32,2,0.004653000000000018,9,False
2025-05-20,2025-06-20,C,VIXY 250620C52000,VIXY,165479807,52.0,3.2,4.0,3.6,0.699596,0.494289,0.038397,5.889382,-24.06628,0,16,31,1,0.005711000000000022,9,False
2025-05-20,2025-06-20,P,VIXY 250620P52000,VIXY,165479817,52.0,4.2,4.9,4.550000000000001,0.661587,-0.507355,0.040601,5.888092,-22.79861,1,74,31,1,0.007355,9,False
2025-05-21,2025-06-20,C,VIXY 250620C56000,VIXY,166301108,56.0,3.7,5.0,4.35,0.830106,0.490213,0.030813,6.178113,-30.09952,28,95,30,0,0.00978699999999999,9,False
2025-05-21,2025-06-20,P,VIXY 250620P56000,VIXY,166301118,56.0,4.0,7.9,5.95,0.796237,-0.508877,0.031907,6.16985,-30.71007,1,16,30,0,0.008877000000000024,9,False
2025-05-22,2025-06-20,C,VIXY 250620C55000,VIXY,165479810,55.0,3.8,4.3,4.05,0.755088,0.501197,0.034704,6.037999,-28.05828,15,93,29,1,0.0011970000000000036,9,False
2025-05-22,2025-06-20,P,VIXY 250620P55000,VIXY,165479820,55.0,4.9,5.6,5.25,0.764383,-0.493805,0.034158,6.035034,-29.31015,0,70,29,1,0.006195000000000006,9,False
2025-05-23,2025-06-20,C,VIXY 250620C58000,VIXY,166301110,58.0,4.8,5.1,4.949999999999999,0.877928,0.510193,0.028962,6.244064,-31.15854,10,25,28,2,0.010193000000000008,9,False
2025-05-23,2025-06-20,P,VIXY 250620P59000,VIXY,166301121,59.0,5.5,8.3,6.9,0.890171,-0.50742,0.027627,6.232965,-41.29175,0,2,28,2,0.007419999999999982,9,False
2025-06-13,2025-07-18,C,VIXY 250718C56000,VIXY,169435020,56.0,4.3,6.1,5.199999999999999,0.910279,0.504857,0.026279,6.643509,-32.36193,3,2,35,5,0.004857,10,True
2025-06-13,2025-07-18,P,VIXY 250718P56000,VIXY,169435041,56.0,4.7,8.6,6.65,0.828168,-0.506674,0.029083,6.639213,-27.50823,0,0,35,5,0.006673999999999958,10,True
2025-06-16,2025-07-18,C,VIXY 250718C51000,VIXY,169435015,51.0,2.95,4.0,3.475,0.66593,0.499483,0.040608,5.883849,-23.29504,17,31,32,2,0.0005169999999999897,10,False
2025-06-16,2025-07-18,P,VIXY 250718P51000,VIXY,169435036,51.0,2.35,5.4,3.875,0.562794,-0.516846,0.048513,5.871535,-17.73954,0,44,32,2,0.016846000000000028,10,False
2025-06-17,2025-07-18,C,VIXY 250718C54000,VIXY,169435018,54.0,3.7,4.8,4.25,0.804106,0.496685,0.032319,6.087238,-26.90042,74,37,31,1,0.0033150000000000124,10,False
2025-06-17,2025-07-18,P,VIXY 250718P54000,VIXY,169435039,54.0,4.6,7.5,6.05,0.854707,-0.490967,0.029989,6.078321,-32.35087,1,2,31,1,0.009033000000000013,10,False
2025-06-18,2025-07-18,C,VIXY 250718C53000,VIXY,169435017,53.0,3.4,4.5,3.95,0.799629,0.486757,0.033793,5.848712,-26.74597,15,17,30,0,0.013243000000000005,10,False
2025-06-18,2025-07-18,P,VIXY 250718P53000,VIXY,169435038,53.0,4.5,7.2,5.85,0.833899,-0.502723,0.032027,5.842017,-31.24771,4,12,30,0,0.002723000000000031,10,False
2025-06-20,2025-07-18,C,VIXY 250718C53000,VIXY,169435017,53.0,3.6,4.3,3.95,0.776117,0.501616,0.035687,5.717756,-27.12474,23,24,28,2,0.0016159999999999508,10,False
2025-06-20,2025-07-18,P,VIXY 250718P53000,VIXY,169435038,53.0,2.6,6.5,4.55,0.686573,-0.50294,0.039838,5.710688,-27.29112,2,12,28,2,0.0029400000000000537,10,False
2025-06-23,2025-07-18,C,VIXY 250718C52000,VIXY,169435016,52.0,3.2,5.1,4.15,0.856722,0.510825,0.034767,5.315832,-30.77612,48,95,25,5,0.010824999999999974,10,False
2025-06-23,2025-07-18,P,VIXY 250718P52000,VIXY,169435037,52.0,1.8,5.5,3.65,0.587749,-0.512318,0.049871,5.308257,-25.3745,43,36,25,5,0.012318000000000051,10,False
2025-07-11,2025-08-15,C,VIXY 250815C44000,VIXY,170101139,44.0,2.9,3.2,3.05,0.588372,0.521628,0.050245,5.365967,-14.686,10,36,35,5,0.02162799999999998,11,True
2025-07-11,2025-08-15,P,VIXY 250815P45000,VIXY,170101165,45.0,3.4,4.1,3.75,0.560751,-0.526229,0.051269,5.355647,-17.56965,1,14,35,5,0.026228999999999947,11,True
2025-07-14,2025-08-15,C,VIXY 250815C45000,VIXY,170101140,45.0,3.0,3.6,3.3,0.69672,0.506681,0.043966,5.201979,-17.93097,25,101,32,2,0.006681000000000048,11,False
2025-07-14,2025-08-15,P,VIXY 250815P45000,VIXY,170101165,45.0,2.45,3.6,3.0250000000000004,0.494944,-0.512431,0.059735,5.190692,-17.82315,0,15,32,2,0.01243099999999997,11,False
2025-07-15,2025-08-15,C,VIXY 250815C45000,VIXY,170101140,45.0,2.85,3.1,2.975,0.624283,0.50927,0.049224,5.149461,-19.1666,12,103,31,1,0.00927,11,False
2025-07-15,2025-08-15,P,VIXY 250815P45000,VIXY,170101165,45.0,2.75,4.2,3.475,0.618599,-0.489984,0.049887,5.150881,-18.29578,1,15,31,1,0.010016000000000025,11,False
2025-07-16,2025-08-15,C,VIXY 250815C46000,VIXY,170101141,46.0,2.6,3.9,3.25,0.740939,0.490236,0.041808,5.104719,-22.64837,18,154,30,0,0.009763999999999995,11,False
