secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,div_convention,exercise_style,am_set_flag,strike,dte,mid_price,bid_ask_spread,abs_delta,delta_distance_50,dte_distance_30
145765,2024-09-13,VIXY 241018C22000,1,2024-10-18,2024-09-13,C,22000,0.25,0.85,2,29,1.729212,0.193656,0.042434,1.02143,-9.130512,163777982,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,22.0,35,0.55,0.6,0.193656,0.306344,5
145765,2024-09-13,VIXY 241018C10000,1,2024-10-18,2024-09-13,C,10000,2.0,2.65,17,115,0.741713,0.820058,0.095978,0.96009,-3.42977,163777970,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,10.0,35,2.325,0.6499999999999999,0.820058,0.32005799999999995,5
145765,2024-09-13,VIXY 241018C21000,1,2024-10-18,2024-09-12,C,21000,0.0,0.8,0,8,1.494507,0.164268,0.044272,0.921116,-7.112326,163777981,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,21.0,35,0.4,0.8,0.164268,0.33573200000000003,5
145765,2024-09-13,VIXY 241018C23000,1,2024-10-18,2024-09-11,C,23000,0.0,0.75,0,9,1.618667,0.147562,0.038088,0.859756,-7.185725,163777983,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,23.0,35,0.375,0.75,0.147562,0.35243800000000003,5
145765,2024-09-13,VIXY 241018C5000,1,2024-10-18,2024-08-27,C,5000,5.7,8.6,0,0,1.883683,0.963553,0.012057,0.275436,-2.396796,163777986,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,5.0,35,7.15,2.8999999999999995,0.963553,0.463553,5
145765,2024-09-13,VIXY 241018C7000,1,2024-10-18,,C,7000,3.2,7.0,0,0,1.086144,0.964684,0.022096,0.268478,-1.28878,163777988,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,7.0,35,5.1,3.8,0.964684,0.464684,5
145765,2024-09-13,VIXY 241018C9000,1,2024-10-18,2024-09-04,C,9000,2.45,3.7,0,49,0.567159,0.966555,0.046861,0.255035,-0.59529,163777990,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,9.0,35,3.075,1.25,0.966555,0.46655500000000005,5
145765,2024-09-13,VIXY 241018C3000,1,2024-10-18,,C,3000,7.1,11.2,0,0,2.88753,0.976337,0.005445,0.185922,-2.477402,163777984,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,3.0,35,9.149999999999999,4.1,0.976337,0.476337,5
145765,2024-09-13,VIXY 241018P13000,1,2024-10-18,2024-09-13,P,13000,1.6,2.2,1,126,0.88808,-0.553636,0.118187,1.463758,-6.872662,163777994,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,13.0,35,1.9000000000000001,0.6000000000000001,0.553636,0.05363600000000002,5
145765,2024-09-13,VIXY 241018P12000,1,2024-10-18,2024-09-13,P,12000,1.15,1.5,114,101,0.909057,-0.43761,0.115337,1.462719,-7.015004,163777993,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,12.0,35,1.325,0.3500000000000001,0.43761,0.06239,5
145765,2024-09-13,VIXY 241018P14000,1,2024-10-18,2024-09-13,P,14000,2.45,3.0,150,190,0.973669,-0.633347,0.102477,1.390987,-7.143677,163777995,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,14.0,35,2.725,0.5499999999999998,0.633347,0.133347,5
145765,2024-09-13,VIXY 241018P16000,1,2024-10-18,2024-09-06,P,16000,3.2,6.5,0,2,1.391785,-0.668106,0.069248,1.340428,-9.733697,163777997,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,16.0,35,4.85,3.3,0.668106,0.16810599999999998,5
145765,2024-09-13,VIXY 241018P18000,1,2024-10-18,,P,18000,5.6,8.4,0,0,1.766482,-0.674486,0.054248,1.328743,-12.17823,163777999,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,18.0,35,7.0,2.8000000000000007,0.674486,0.17448600000000003,5
145765,2024-09-13,VIXY 241018P11000,1,2024-10-18,2024-09-13,P,11000,0.2,1.4,11,116,0.88271,-0.319274,0.107873,1.327864,-6.18224,163777992,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,11.0,35,0.7999999999999999,1.2,0.319274,0.180726,5
145765,2024-09-13,VIXY 241018P15000,1,2024-10-18,2024-09-04,P,15000,2.2,4.9,0,1,1.012907,-0.702994,0.090402,1.274615,-6.804593,163777996,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,15.0,35,3.5500000000000003,2.7,0.702994,0.202994,5
145765,2024-09-13,VIXY 241018P20000,1,2024-10-18,,P,20000,7.6,10.1,0,0,1.868409,-0.718357,0.048114,1.244754,-12.00059,163778001,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,20.0,35,8.85,2.5,0.718357,0.21835700000000002,5
145765,2024-09-13,VIXY 241018P17000,1,2024-10-18,,P,17000,4.6,6.6,0,0,1.330483,-0.732316,0.065598,1.211832,-8.406381,163777998,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,17.0,35,5.6,2.0,0.732316,0.23231599999999997,5
145765,2024-09-13,VIXY 241018P19000,1,2024-10-18,,P,19000,6.6,8.8,0,0,1.642964,-0.736151,0.052883,1.203432,-10.23356,163778000,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,19.0,35,7.7,2.200000000000001,0.736151,0.236151,5
145765,2024-09-13,VIXY 241018P10000,1,2024-10-18,2024-09-13,P,10000,0.0,0.4,4,115,0.634853,-0.148781,0.097552,0.863354,-2.900857,163777991,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,10.0,35,0.2,0.4,0.148781,0.351219,5
145765,2024-09-13,VIXY 241018P9000,1,2024-10-18,2024-08-23,P,9000,0.0,0.4,0,1,0.870825,-0.112333,0.058573,0.711311,-3.258999,163778011,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,9.0,35,0.2,0.4,0.112333,0.387667,5
145765,2024-09-13,VIXY 241018P22000,1,2024-10-18,2024-09-06,P,22000,8.1,12.1,0,2,1.262034,-0.90788,0.034864,0.591306,-3.824646,163778003,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,22.0,35,10.1,4.0,0.90788,0.40788,5
145765,2024-09-13,VIXY 241018P23000,1,2024-10-18,,P,23000,9.0,13.1,0,0,1.238212,-0.930065,0.029112,0.476564,-2.990067,163778004,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,23.0,35,11.05,4.1,0.930065,0.43006500000000003,5
145765,2024-09-13,VIXY 241018P8000,1,2024-10-18,2024-09-13,P,8000,0.0,0.05,87,58,0.702609,-0.023496,0.021141,0.207353,-0.765882,163778010,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,8.0,35,0.025,0.05,0.023496,0.476504,5
145765,2024-09-13,VIXY 241018P7000,1,2024-10-18,,P,7000,0.0,0.05,0,0,0.899957,-0.018527,0.013503,0.169163,-0.800489,163778009,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,7.0,35,0.025,0.05,0.018527,0.481473,5
145765,2024-09-13,VIXY 241018P6000,1,2024-10-18,,P,6000,0.0,0.05,0,0,1.125229,-0.014869,0.008949,0.140193,-0.827853,163778008,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,6.0,35,0.025,0.05,0.014869,0.485131,5
145765,2024-09-13,VIXY 241018P21000,1,2024-10-18,2024-09-10,P,21000,7.1,10.8,0,2,0.761386,-0.985207,0.013612,0.116003,-0.448051,163778002,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,21.0,35,8.95,3.700000000000001,0.985207,0.48520700000000005,5
145765,2024-09-13,VIXY 241018P5000,1,2024-10-18,,P,5000,0.0,0.05,0,0,1.390667,-0.011999,0.006019,0.11675,-0.849346,163778007,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,5.0,35,0.025,0.05,0.011999,0.488001,5
145765,2024-09-13,VIXY 241018P4000,1,2024-10-18,,P,4000,0.0,0.05,0,0,1.716621,-0.009629,0.004028,0.096532,-0.865145,163778006,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,4.0,35,0.025,0.05,0.009629,0.490371,5
145765,2024-09-13,VIXY 241018P3000,1,2024-10-18,,P,3000,0.0,0.05,0,0,2.141941,-0.007571,0.002615,0.078217,-0.873963,163778005,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,3.0,35,0.025,0.05,0.007571,0.492429,5
145765,2024-09-16,VIXY 241018C13000,1,2024-10-18,2024-09-16,C,13000,0.85,1.05,92,298,0.924349,0.444862,0.118833,1.410278,-7.094286,163777973,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,13.0,32,0.95,0.20000000000000007,0.444862,0.05513800000000002,2
145765,2024-09-16,VIXY 241018C12000,1,2024-10-18,2024-09-16,C,12000,1.1,1.3,89,1171,0.819371,0.55649,0.134398,1.405585,-6.16351,163777972,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,12.0,32,1.2000000000000002,0.19999999999999996,0.55649,0.05649000000000004,2
145765,2024-09-16,VIXY 241018C14000,1,2024-10-18,2024-09-16,C,14000,0.7,0.85,98,354,1.013911,0.363743,0.102839,1.342207,-7.47362,163777974,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,14.0,32,0.7749999999999999,0.15000000000000002,0.363743,0.13625700000000002,2
145765,2024-09-16,VIXY 241018C15000,1,2024-10-18,2024-09-16,C,15000,0.6,0.75,42,437,1.114516,0.309193,0.087787,1.260787,-7.765207,163777975,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,15.0,32,0.675,0.15000000000000002,0.309193,0.190807,2
145765,2024-09-16,VIXY 241018C11000,1,2024-10-18,2024-09-16,C,11000,1.6,1.75,162,456,0.771695,0.698591,0.127034,1.232596,-4.956244,163777971,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,11.0,32,1.675,0.1499999999999999,0.698591,0.19859099999999996,2
145765,2024-09-16,VIXY 241018C17000,1,2024-10-18,2024-09-13,C,17000,0.35,0.55,0,203,1.200665,0.214816,0.067539,1.045072,-6.988009,163777977,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,17.0,32,0.45,0.20000000000000007,0.214816,0.285184,2
145765,2024-09-16,VIXY 241018C16000,1,2024-10-18,2024-09-09,C,16000,0.0,0.65,0,120,0.952523,0.19441,0.080266,0.985275,-5.201798,163777976,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,16.0,32,0.325,0.65,0.19441,0.30559000000000003,2
145765,2024-09-16,VIXY 241018C18000,1,2024-10-18,2024-09-16,C,18000,0.3,0.5,3,49,1.265665,0.188561,0.05926,0.968031,-6.831135,163777978,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,18.0,32,0.4,0.2,0.188561,0.311439,2
145765,2024-09-16,VIXY 241018C10000,1,2024-10-18,2024-09-16,C,10000,2.1,2.55,8,132,0.719916,0.842287,0.097969,0.839528,-2.979913,163777970,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,10.0,32,2.325,0.44999999999999973,0.842287,0.342287,2
145765,2024-09-16,VIXY 241018C20000,1,2024-10-18,2024-09-16,C,20000,0.25,0.4,7,269,1.379067,0.149971,0.046945,0.835307,-6.448121,163777980,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,20.0,32,0.325,0.15000000000000002,0.149971,0.35002900000000003,2
145765,2024-09-16,VIXY 241018C21000,1,2024-10-18,2024-09-12,C,21000,0.25,0.35,0,8,1.434103,0.136561,0.042378,0.784984,-6.303138,163777981,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,21.0,32,0.3,0.09999999999999998,0.136561,0.363439,2
145765,2024-09-16,VIXY 241018C19000,1,2024-10-18,2024-09-09,C,19000,0.0,0.45,0,2,1.161326,0.124849,0.049201,0.737847,-4.783182,163777979,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,19.0,32,0.225,0.45,0.124849,0.375151,2
145765,2024-09-16,VIXY 241018C22000,1,2024-10-18,2024-09-16,C,22000,0.0,0.35,2,27,1.329764,0.09151,0.034354,0.589602,-4.397841,163777982,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,22.0,32,0.175,0.35,0.09151,0.40849,2
145765,2024-09-16,VIXY 241018C23000,1,2024-10-18,2024-09-16,C,23000,0.0,0.3,56,9,1.354253,0.079126,0.030251,0.527693,-4.020429,163777983,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,23.0,32,0.15,0.3,0.079126,0.42087399999999997,2
145765,2024-09-16,VIXY 241018C8000,1,2024-10-18,2024-09-16,C,8000,3.0,5.4,1,74,0.998112,0.943322,0.036986,0.381424,-1.778167,163777989,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,8.0,32,4.2,2.4000000000000004,0.943322,0.443322,2
145765,2024-09-16,VIXY 241018P13000,1,2024-10-18,2024-09-13,P,13000,1.75,2.0,0,126,0.929101,-0.546608,0.117218,1.407701,-7.772624,163777994,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,13.0,32,1.875,0.25,0.546608,0.04660799999999998,2
145765,2024-09-16,VIXY 241018P12000,1,2024-10-18,2024-09-13,P,12000,1.0,1.25,0,120,0.82251,-0.437195,0.1321,1.404539,-6.858223,163777993,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,12.0,32,1.125,0.25,0.437195,0.062805,2
145765,2024-09-16,VIXY 241018P14000,1,2024-10-18,2024-09-13,P,14000,2.6,2.8,0,340,1.021433,-0.626016,0.101587,1.341526,-8.143368,163777995,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,14.0,32,2.7,0.19999999999999973,0.626016,0.12601600000000002,2
145765,2024-09-16,VIXY 241018P17000,1,2024-10-18,,P,17000,4.5,7.5,0,0,1.740146,-0.651624,0.058312,1.309826,-13.19076,163777998,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,17.0,32,6.0,3.0,0.651624,0.15162399999999998,2
145765,2024-09-16,VIXY 241018P11000,1,2024-10-18,2024-09-16,P,11000,0.4,0.85,61,127,0.795545,-0.300963,0.121042,1.244765,-5.840696,163777992,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,11.0,32,0.625,0.44999999999999996,0.300963,0.19903700000000002,2
145765,2024-09-16,VIXY 241018P19000,1,2024-10-18,,P,19000,6.3,9.3,0,0,1.8321,-0.707358,0.051401,1.213734,-12.84047,163778000,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,19.0,32,7.800000000000001,3.000000000000001,0.707358,0.20735800000000004,2
145765,2024-09-16,VIXY 241018P21000,1,2024-10-18,2024-09-10,P,21000,8.0,11.3,0,2,1.911523,-0.749951,0.045503,1.118058,-12.31341,163778002,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,21.0,32,9.65,3.3000000000000007,0.749951,0.24995100000000003,2
145765,2024-09-16,VIXY 241018P16000,1,2024-10-18,2024-09-06,P,16000,3.7,4.9,0,2,1.019042,-0.775123,0.079479,1.046373,-6.444086,163777997,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,16.0,32,4.300000000000001,1.2000000000000002,0.775123,0.275123,2
145765,2024-09-16,VIXY 241018P20000,1,2024-10-18,,P,20000,7.5,9.1,0,0,1.474365,-0.81838,0.048386,0.916986,-7.935139,163778001,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,20.0,32,8.3,1.5999999999999996,0.81838,0.31838,2
145765,2024-09-16,VIXY 241018P9000,1,2024-10-18,2024-08-23,P,9000,0.0,1.0,0,1,1.2927,-0.167185,0.053672,0.895936,-6.709887,163778011,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,9.0,32,0.5,1.0,0.167185,0.33281499999999997,2
145765,2024-09-16,VIXY 241018P18000,1,2024-10-18,,P,18000,4.4,7.9,0,0,1.098223,-0.848304,0.056927,0.806299,-5.379863,163777999,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,18.0,32,6.15,3.5,0.848304,0.34830399999999995,2
145765,2024-09-16,VIXY 241018P22000,1,2024-10-18,2024-09-06,P,22000,8.1,12.3,0,2,1.533924,-0.855723,0.039888,0.784826,-7.028932,163778003,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,22.0,32,10.2,4.200000000000001,0.855723,0.355723,2
145765,2024-09-16,VIXY 241018P23000,1,2024-10-18,,P,23000,9.0,13.2,0,0,1.472315,-0.888925,0.034348,0.646534,-5.577368,163778004,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,23.0,32,11.1,4.199999999999999,0.888925,0.38892499999999997,2
145765,2024-09-16,VIXY 241018P10000,1,2024-10-18,2024-09-16,P,10000,0.0,0.15,4,115,0.494846,-0.086157,0.088171,0.563654,-1.652457,163777991,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,10.0,32,0.075,0.15,0.086157,0.413843,2
145765,2024-09-16,VIXY 241018P8000,1,2024-10-18,2024-09-13,P,8000,0.0,0.05,0,145,0.740366,-0.023188,0.020607,0.197196,-0.848645,163778010,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,8.0,32,0.025,0.05,0.023188,0.476812,2
145765,2024-09-16,VIXY 241018P7000,1,2024-10-18,,P,7000,0.0,0.05,0,0,0.946529,-0.018314,0.013203,0.16112,-0.884232,163778009,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,7.0,32,0.025,0.05,0.018314,0.481686,2
145765,2024-09-16,VIXY 241018P6000,1,2024-10-18,,P,6000,0.0,0.05,0,0,1.181946,-0.014714,0.008768,0.133737,-0.912512,163778008,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,6.0,32,0.025,0.05,0.014714,0.485286,2
145765,2024-09-16,VIXY 241018P5000,1,2024-10-18,,P,5000,0.0,0.05,0,0,1.459394,-0.011884,0.005907,0.111441,-0.934751,163778007,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,5.0,32,0.025,0.05,0.011884,0.488116,2
145765,2024-09-16,VIXY 241018P4000,1,2024-10-18,,P,4000,0.0,0.05,0,0,1.800132,-0.009543,0.003958,0.092164,-0.950981,163778006,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,4.0,32,0.025,0.05,0.009543,0.490457,2
145765,2024-09-16,VIXY 241018P3000,1,2024-10-18,,P,3000,0.0,0.05,0,0,2.24478,-0.007507,0.002573,0.0747,-0.959707,163778005,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,3.0,32,0.025,0.05,0.007507,0.492493,2
145765,2024-09-17,VIXY 241018C13000,1,2024-10-18,2024-09-17,C,13000,1.0,1.25,59,377,1.025138,0.468782,0.108836,1.409439,-7.144349,163777973,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,13.0,31,1.125,0.25,0.468782,0.031218000000000024,1
145765,2024-09-17,VIXY 241018C12000,1,2024-10-18,2024-09-17,C,12000,1.25,1.45,34,1227,0.886699,0.575777,0.127486,1.374162,-5.657346,163777972,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,12.0,31,1.35,0.19999999999999996,0.575777,0.07577699999999998,1
145765,2024-09-17,VIXY 241018C14000,1,2024-10-18,2024-09-17,C,14000,0.85,1.05,33,397,1.128663,0.392404,0.094571,1.36903,-7.896493,163777974,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,14.0,31,0.95,0.20000000000000007,0.392404,0.10759600000000002,1
145765,2024-09-17,VIXY 241018C15000,1,2024-10-18,2024-09-17,C,15000,0.65,0.85,154,466,1.164835,0.323006,0.085234,1.282768,-7.779152,163777975,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,15.0,31,0.75,0.19999999999999996,0.323006,0.17699399999999998,1
145765,2024-09-17,VIXY 241018C11000,1,2024-10-18,2024-09-17,C,11000,1.75,2.05,52,306,0.881455,0.710396,0.118408,1.179787,-4.513224,163777971,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,11.0,31,1.9,0.2999999999999998,0.710396,0.21039600000000003,1
145765,2024-09-17,VIXY 241018C16000,1,2024-10-18,2024-09-17,C,16000,0.5,0.85,1,120,1.262612,0.282989,0.073906,1.211728,-8.093103,163777976,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,16.0,31,0.675,0.35,0.282989,0.217011,1
145765,2024-09-17,VIXY 241018C21000,1,2024-10-18,2024-09-17,C,21000,0.25,1.35,5,8,1.955007,0.245114,0.04411,1.129746,-12.15553,163777981,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,21.0,31,0.8,1.1,0.245114,0.254886,1
145765,2024-09-17,VIXY 241018C17000,1,2024-10-18,2024-09-17,C,17000,0.35,0.65,2,203,1.246103,0.225712,0.066428,1.077863,-7.168111,163777977,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,17.0,31,0.5,0.30000000000000004,0.225712,0.274288,1
145765,2024-09-17,VIXY 241018C18000,1,2024-10-18,2024-09-17,C,18000,0.35,0.55,1,49,1.317231,0.199829,0.05847,1.005556,-7.130973,163777978,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,18.0,31,0.45,0.20000000000000007,0.199829,0.30017099999999997,1
145765,2024-09-17,VIXY 241018C19000,1,2024-10-18,2024-09-09,C,19000,0.0,0.8,0,2,1.372529,0.176607,0.051964,0.931714,-6.939942,163777979,1,0,100,0,,,,,74347Y73,VIXY,,0,32,,%,,PROSHARES TRUST,,A,,19.0,31,0.4,0.8,0.176607,0.32339300000000004,1
